Time (seconds),Distance (miles),Heartrate (bpm),Speed (mph),Altitude (ft),Latitude,Longitude,Slope,Temperature (deg C),Run Cadence
342,0.908855,157.5,12.3786,103.2,34.01318838,-118.4020474,5.71222,26,83.75
343,0.912127,157.25,12.3705,103.5,34.01316409,-118.4020273,6.31498,26,84.375
344,0.9154,157,12.3624,103.8,34.01313981,-118.4020071,6.63469,26,85
345,0.918413,157.667,12.3624,104,34.01311718,-118.4019891,6.8225,26,84.8333
346,0.921427,158.333,12.3624,104.2,34.01309455,-118.401971,7.01031,26,84.6667
347,0.92444,159,12.3624,104.4,34.01307191,-118.401953,7.19812,26,84.5
348,0.927407,159.333,12.3396,104.467,34.01304991,-118.4019347,6.94693,26,84.1667
349,0.930373,159.667,12.3168,104.533,34.01302791,-118.4019164,6.69575,26,83.8333
350,0.93334,160,12.294,104.6,34.01300591,-118.4018982,6.33223,26,83.5
351,0.936307,160.333,12.2712,104.667,34.0129839,-118.4018799,5.64022,26,83.1667
352,0.939273,160.667,12.2484,104.733,34.0129619,-118.4018616,4.94821,26,82.8333
353,0.94224,161,12.2256,104.8,34.0129399,-118.4018433,4.2562,26,82.5
354,0.945297,161,12.192,104.933,34.01291699,-118.4018249,3.77567,26,82.5
355,0.948353,161,12.1584,105.067,34.01289408,-118.4018065,3.54816,26,82.5
356,0.95141,161,12.1248,105.2,34.01287117,-118.401788,3.32065,26,82.5
357,0.95485,161,12.1248,105.4,34.01284615,-118.401766,3.23833,26,82.75
358,0.95829,161,12.1248,105.6,34.01282113,-118.4017439,3.595,26,83
359,0.96173,161,12.1248,105.8,34.01279611,-118.4017219,3.95168,26,83.25
360,0.96517,161,12.1248,106,34.01277109,-118.4016998,4.30835,26,83.5
361,0.96845,161,12.1167,106.15,34.01274848,-118.401677,4.54095,26,83.25
362,0.97173,161,12.1086,106.3,34.01272587,-118.4016541,4.77355,26,83
363,0.97501,161,12.1005,106.45,34.01270326,-118.4016312,5.00615,26,82.75
364,0.97829,161,12.0924,106.6,34.01268065,-118.4016083,5.02726,26,82.5
365,0.98111,157,12.06,106.8,34.01266145,-118.4015883,5.30027,26,82.5
366,0.98414,159,12.024,107,34.01264184,-118.4015653,5.52414,26,82.5
367,0.987455,157.5,12.0078,107.1,34.01261736,-118.4015448,5.2444,26,82.5
368,0.99077,156,11.9916,107.2,34.01259289,-118.4015243,4.96466,26,82.5
369,0.99398,156.5,11.9916,107.3,34.01256887,-118.4015048,4.69479,26,83
370,0.99719,157,11.9916,107.4,34.01254486,-118.4014854,4.42493,26,83.5
371,1.00048,155.5,11.9754,107.5,34.01252156,-118.4014632,4.2711,26,83
372,1.00378,154,11.9592,107.6,34.01249826,-118.4014411,4.11727,26,82.5
373,1.0074,152.5,11.9592,107.7,34.01247219,-118.4014174,3.9362,26,82.5
374,1.01102,151,11.9592,107.8,34.01244612,-118.4013937,3.75512,26,82.5
375,1.01457,152,11.9754,108,34.01242089,-118.40137,3.60928,26,83
376,1.01812,153,11.9916,108.2,34.01239566,-118.4013464,3.5126,26,83.5
377,1.02209,152.5,12.0168,108.35,34.01236901,-118.4013175,3.58854,26,83.25
378,1.02606,152,12.042,108.5,34.01234235,-118.4012887,3.66447,26,83
379,1.03004,151.5,12.0672,108.65,34.0123157,-118.4012599,3.73054,26,82.75
380,1.03401,151,12.0924,108.8,34.01228904,-118.401231,3.79661,26,82.5
381,1.03784,150.5,12.1266,109,34.01226059,-118.4012075,4.01463,26,82.5
382,1.04168,150,12.1608,109.2,34.01223213,-118.4011839,4.23266,26,82.5
383,1.04564,150,12.1608,109.2,34.01220489,-118.4011561,3.95641,26,82.5
384,1.04904,150.167,12.1716,109.133,34.01218181,-118.4011318,3.48428,26,82.5
385,1.05245,150.333,12.1824,109.067,34.01215873,-118.4011076,2.72502,26,82.5
386,1.05585,150.5,12.1932,109,34.01213566,-118.4010833,1.96575,26,82.5
387,1.05925,150.667,12.204,108.933,34.01211258,-118.401059,1.39227,26,82.5
388,1.06266,150.833,12.2148,108.867,34.0120895,-118.4010347,0.818785,26,82.5
389,1.06606,151,12.2256,108.8,34.01206642,-118.4010104,0.245302,26,82.5
390,1.06958,151.333,12.2256,109,34.01204223,-118.4009858,0.435619,26,82.9167
391,1.0731,151.667,12.2256,109.2,34.01201803,-118.4009612,0.48202,26,83.3333
392,1.07662,152,12.2256,109.4,34.01199383,-118.4009365,0.52842,26,83.75
393,1.08015,152.333,12.2256,109.6,34.01196964,-118.4009119,1.09633,26,84.1667
394,1.08367,152.667,12.2256,109.8,34.01194544,-118.4008873,1.86013,26,84.5833
395,1.08719,153,12.2256,110,34.01192125,-118.4008627,2.62393,26,85
396,1.0905,153,12.2616,110.2,34.01189686,-118.400842,3.42405,26,85
397,1.09367,153,12.2616,110.2,34.01187414,-118.400821,3.61993,26,85
398,1.09722,152.833,12.267,110.233,34.01184926,-118.4007969,3.90981,26,84.75
399,1.10076,152.667,12.2724,110.267,34.01182438,-118.4007727,4.19968,26,84.5
400,1.10431,152.5,12.2778,110.3,34.0117995,-118.4007486,3.72575,26,84.25
401,1.10786,152.333,12.2832,110.333,34.01177462,-118.4007245,3.25182,26,84
402,1.1114,152.167,12.2886,110.367,34.01174974,-118.4007004,2.77789,26,83.75
403,1.11495,152,12.294,110.4,34.01172486,-118.4006762,2.30397,26,83.5
404,1.11882,153,12.3264,110.4,34.01170013,-118.4006463,1.73605,26,82.5
405,1.1223,153,12.3378,110.533,34.01167782,-118.4006198,1.55183,26,82.5
406,1.12577,153,12.3492,110.667,34.01165551,-118.4005933,1.3313,26,82.5
407,1.12924,153,12.3606,110.8,34.0116332,-118.4005668,1.71499,26,82.5
408,1.13272,153,12.372,110.933,34.01161089,-118.4005403,2.0047,26,82.5
409,1.1362,153,12.3834,111.067,34.01158858,-118.4005137,2.29441,26,82.5
410,1.13967,153,12.3948,111.2,34.01156627,-118.4004872,2.58411,26,82.5
411,1.14288,153.5,12.3948,111.3,34.01154775,-118.4004601,2.80117,26,82.5
412,1.1461,154,12.3948,111.4,34.01152923,-118.400433,3.01823,26,82.5
413,1.14746,154,10.2792,111.4,34.01151973,-118.4004235,2.92424,26,68.8333
414,1.14882,154,8.1636,111.4,34.01151023,-118.4004141,2.92424,26,55.1667
415,1.15018,154,6.048,111.4,34.01150073,-118.4004046,2.54055,26,41.5
416,1.15152,153,4.77,111.4,34.01149226,-118.4003943,2.15686,26,41.5
417,1.15441,152.75,6.5079,111.4,34.01147139,-118.4003756,1.77316,26,52.375
418,1.15729,152.5,8.2458,111.4,34.01145052,-118.4003569,1.38947,26,63.25
419,1.16018,152.25,9.9837,111.4,34.01142965,-118.4003381,1.00578,26,74.125
420,1.16307,152,11.7216,111.4,34.01140878,-118.4003194,0.622084,26,85
421,1.1667,150.5,12.0924,111.5,34.01138413,-118.4002934,0.586145,26,84.5
422,1.17034,149,12.4632,111.6,34.01135949,-118.4002674,0.550206,26,84
423,1.17379,148.333,12.4176,111.6,34.01133546,-118.4002438,0.550206,26,84.6667
424,1.17723,147.667,12.372,111.6,34.01131144,-118.4002202,0.550206,26,85.3333
425,1.18068,147,12.3264,111.6,34.01128741,-118.4001965,0.550206,26,86
426,1.18426,147,12.3768,111.8,34.01126184,-118.4001725,1.10809,26,86
427,1.18785,147,12.4272,112,34.01123628,-118.4001484,1.66597,26,86
428,1.19137,147,12.4272,112.4,34.0112113,-118.4001249,2.80233,26,85
429,1.19479,147.167,12.4218,112.4,34.01118687,-118.4001022,2.80233,26,84.9167
430,1.19822,147.333,12.4164,112.4,34.01116243,-118.4000794,2.80233,26,84.8333
431,1.20164,147.5,12.411,112.4,34.011138,-118.4000567,2.52723,26,84.75
432,1.20507,147.667,12.4056,112.4,34.01111357,-118.400034,2.25212,26,84.6667
433,1.20849,147.833,12.4002,112.4,34.01108913,-118.4000112,2.25212,26,84.5833
434,1.21192,148,12.3948,112.4,34.0110647,-118.3999885,2.25212,26,84.5
435,1.21551,148,12.3948,112.2,34.01104006,-118.3999631,1.69502,26,84.5
436,1.21928,148.167,12.4674,112.233,34.01101442,-118.3999364,1.2256,26,84.3333
437,1.22305,148.333,12.54,112.267,34.01098879,-118.3999096,0.756173,26,84.1667
438,1.22681,148.5,12.6126,112.3,34.01096315,-118.3998829,-0.291734,26,84
439,1.23058,148.667,12.6852,112.333,34.01093752,-118.3998562,-0.203277,26,83.8333
440,1.23435,148.833,12.7578,112.367,34.01091188,-118.3998294,-0.114821,26,83.6667
441,1.23812,149,12.8304,112.4,34.01088625,-118.3998027,-0.0263645,26,83.5
442,1.242,149,12.8988,112.6,34.01085733,-118.3997791,0.489099,26,83.5
443,1.24573,149.333,12.927,112.633,34.01082928,-118.3997568,0.578505,26,83.9167
444,1.24946,149.667,12.9552,112.667,34.01080123,-118.3997344,0.66791,26,84.3333
445,1.25318,150,12.9834,112.7,34.01077318,-118.399712,1.31442,26,84.75
446,1.25691,150.333,13.0116,112.733,34.01074513,-118.3996897,1.31537,26,85.1667
447,1.26064,150.667,13.0398,112.767,34.01071707,-118.3996673,1.31632,26,85.5833
448,1.26437,151,13.068,112.8,34.01068902,-118.3996449,1.31727,26,86
449,1.268,151,13.1004,113,34.01066363,-118.39962,1.77977,26,86
450,1.27122,151.25,13.0923,113.1,34.01064116,-118.3995978,2.00188,26,85.375
451,1.27444,151.5,13.0842,113.2,34.0106187,-118.3995757,2.22398,26,84.75
452,1.27766,151.75,13.0761,113.3,34.01059624,-118.3995535,2.01907,26,84.125
453,1.28088,152,13.068,113.4,34.01057377,-118.3995314,2.24023,26,83.5
454,1.28407,152,13.0344,113.4,34.01055139,-118.3995097,2.15082,26,83.5
455,1.28725,152,13.0008,113.4,34.01052901,-118.3994881,2.06142,26,83.5
456,1.29044,152,12.9672,113.4,34.01050663,-118.3994664,1.97201,26,83.5
457,1.29388,152,12.9558,113.433,34.01048294,-118.3994425,1.9795,26,83.3333
458,1.29732,152,12.9444,113.467,34.01045925,-118.3994186,1.987,26,83.1667
459,1.30076,152,12.933,113.5,34.01043555,-118.3993947,1.53293,26,83
460,1.3042,152,12.9216,113.533,34.01041186,-118.3993707,1.31927,26,82.8333
461,1.30764,152,12.9102,113.567,34.01038817,-118.3993468,1.10561,26,82.6667
462,1.31108,152,12.8988,113.6,34.01036448,-118.3993229,0.891954,26,82.5
463,1.31505,152,12.8988,113.8,34.01033288,-118.3993025,1.08517,26,82.5
464,1.31897,152.5,12.933,113.9,34.01030228,-118.399281,1.33995,26,83.25
465,1.3229,153,12.9672,114,34.01027169,-118.3992594,1.59473,26,84
466,1.32644,153,12.9672,114,34.01024834,-118.3992332,1.59473,26,84
467,1.32998,153,12.9672,114,34.010225,-118.3992069,1.49783,26,84
468,1.33353,153,12.9672,114,34.01020166,-118.3991807,1.40093,26,84
469,1.33707,153,12.9672,114,34.01017831,-118.3991545,1.30403,26,84
470,1.34033,153.143,12.9621,114.057,34.01015558,-118.3991323,1.38257,26,83.9286
471,1.34358,153.286,12.9569,114.114,34.01013284,-118.39911,1.46111,26,83.8571
472,1.34684,153.429,12.9518,114.171,34.0101101,-118.3990878,1.53965,26,83.7857
473,1.3501,153.571,12.9466,114.229,34.01008736,-118.3990655,1.21131,26,83.7143
474,1.35336,153.714,12.9415,114.286,34.01006462,-118.3990433,1.13197,26,83.6429
475,1.35661,153.857,12.9363,114.343,34.01004188,-118.399021,1.05263,26,83.5714
476,1.35987,154,12.9312,114.4,34.01001914,-118.3989988,1.22807,26,83.5
477,1.3631,154,12.8988,114.4,34.00999173,-118.398984,1.22807,26,83.5
478,1.36623,154,12.8598,114.467,34.00996807,-118.3989656,1.4414,26,83.6667
479,1.36935,154,12.8208,114.533,34.0099444,-118.3989471,1.65474,26,83.8333
480,1.37247,154,12.7818,114.6,34.00992074,-118.3989286,1.69263,26,84
481,1.3756,154,12.7428,114.667,34.00989707,-118.3989102,1.73053,26,84.1667
482,1.37872,154,12.7038,114.733,34.00987341,-118.3988917,1.76842,26,84.3333
483,1.38185,154,12.6648,114.8,34.00984974,-118.3988732,1.80632,26,84.5
484,1.3858,154.167,12.6648,114.833,34.0098215,-118.3988472,1.71519,26,84.3333
485,1.38976,154.333,12.6648,114.867,34.00979325,-118.3988212,1.62407,26,84.1667
486,1.39371,154.5,12.6648,114.9,34.009765,-118.3987952,1.53295,26,84
487,1.39766,154.667,12.6648,114.933,34.00973676,-118.3987692,1.61727,26,83.8333
488,1.40162,154.833,12.6648,114.967,34.00970851,-118.3987432,1.48825,26,83.6667
489,1.40557,155,12.6648,115,34.00968026,-118.3987171,1.35924,26,83.5
490,1.40934,154,12.6648,115,34.00965101,-118.3986959,1.1459,26,83.5
491,1.41292,154.167,12.6816,115,34.00962678,-118.3986704,0.932569,26,83.6667
492,1.41649,154.333,12.6984,115,34.00960256,-118.3986448,0.719236,26,83.8333
493,1.42007,154.5,12.7152,115,34.00957834,-118.3986193,0.505902,26,84
494,1.42365,154.667,12.732,115,34.00955411,-118.3985937,0.421585,26,84.1667
495,1.42722,154.833,12.7488,115,34.00952989,-118.3985682,0.337268,26,84.3333
496,1.4308,155,12.7656,115,34.00950567,-118.3985426,0.252951,26,84.5
497,1.43345,155,12.7152,115.2,34.00948853,-118.3985226,0.92193,26,84
498,1.43611,155,12.6648,115.4,34.00947138,-118.3985025,1.59091,26,83.5
499,1.43899,155,12.564,115.6,34.00945219,-118.3984814,2.20104,26,83.5
500,1.44199,155,12.5076,115.667,34.0094301,-118.3984633,2.42363,26,83.5
501,1.44498,155,12.4512,115.733,34.00940802,-118.3984451,2.64622,26,83.5
502,1.44797,155,12.3948,115.8,34.00938593,-118.3984269,2.86882,26,83.5
503,1.45097,155,12.3384,115.867,34.00936384,-118.3984087,3.09141,26,83.5
504,1.45396,155,12.282,115.933,34.00934176,-118.3983906,3.314,26,83.5
505,1.45696,155,12.2256,116,34.00931967,-118.3983724,3.5366,26,83.5
506,1.4605,155,12.2424,116.133,34.00929634,-118.3983459,3.91307,26,83.6667
507,1.46404,155,12.2592,116.267,34.00927301,-118.3983194,3.53624,26,83.8333
508,1.46758,155,12.276,116.4,34.00924968,-118.3982929,3.15942,26,84
509,1.47113,155,12.2928,116.533,34.00922635,-118.3982664,2.84144,26,84.1667
510,1.47467,155,12.3096,116.667,34.00920302,-118.3982399,2.99532,26,84.3333
511,1.47821,155,12.3264,116.8,34.00917969,-118.3982134,3.1492,26,84.5
512,1.48144,154.857,12.293,116.886,34.00915713,-118.3981912,3.19186,26,84.2143
513,1.48467,154.714,12.2595,116.971,34.00913458,-118.3981689,3.23451,26,83.9286
514,1.4879,154.571,12.2261,117.057,34.00911202,-118.3981467,3.27717,26,83.6429
515,1.49114,154.429,12.1927,117.143,34.00908946,-118.3981244,3.31983,26,83.3571
516,1.49437,154.286,12.1593,117.229,34.0090669,-118.3981022,3.20861,26,83.0714
517,1.4976,154.143,12.1258,117.314,34.00904434,-118.39808,3.09739,26,82.7857
518,1.50083,154,12.0924,117.4,34.00902178,-118.3980577,2.98618,26,82.5
519,1.50392,153,12.024,117.4,34.00900007,-118.3980367,2.60971,26,82.5
520,1.50719,153,12.0018,117.4,34.00897768,-118.3980139,2.23323,26,82.6667
521,1.51046,153,11.9796,117.4,34.00895528,-118.397991,1.85676,26,82.8333
522,1.51372,153,11.9574,117.4,34.00893289,-118.3979682,1.59151,26,83
523,1.51699,153,11.9352,117.4,34.0089105,-118.3979454,1.32626,26,83.1667
524,1.52026,153,11.913,117.4,34.0088881,-118.3979226,1.06101,26,83.3333
525,1.52353,153,11.8908,117.4,34.00886571,-118.3978997,0.795756,26,83.5
526,1.52682,152.833,11.8626,117.467,34.00884475,-118.3978742,0.733036,26,83.3333
527,1.53011,152.667,11.8344,117.533,34.0088238,-118.3978487,0.670315,26,83.1667
528,1.5334,152.5,11.8062,117.6,34.00880284,-118.3978232,0.607595,26,83
529,1.5367,152.333,11.778,117.667,34.00878189,-118.3977977,0.810127,26,82.8333
530,1.53999,152.167,11.7498,117.733,34.00876093,-118.3977722,1.01266,26,82.6667
531,1.54328,152,11.7216,117.8,34.00873998,-118.3977467,1.21519,26,82.5
532,1.54681,152,11.7216,117.8,34.00871509,-118.397723,1.21519,26,82.5
533,1.55028,151.833,11.733,117.8,34.00869085,-118.3976993,1.21519,26,82.5
534,1.55375,151.667,11.7444,117.8,34.00866661,-118.3976756,1.21519,26,82.5
535,1.55722,151.5,11.7558,117.8,34.00864237,-118.3976519,1.21519,26,82.5
536,1.56068,151.333,11.7672,117.8,34.00861813,-118.3976282,1.01266,26,82.5
537,1.56415,151.167,11.7786,117.8,34.0085939,-118.3976045,0.810127,26,82.5
538,1.56762,151,11.79,117.8,34.00856966,-118.3975808,0.607595,26,82.5
539,1.57162,151,11.79,117.8,34.00854192,-118.3975531,0.405063,26,82.5
540,1.57524,150.833,11.8122,117.833,34.00851662,-118.3975286,0.294655,26,82.5
541,1.57886,150.667,11.8344,117.867,34.00849132,-118.397504,0.184247,26,82.5
542,1.58247,150.5,11.8566,117.9,34.00846602,-118.3974795,0.27637,26,82.5
543,1.58609,150.333,11.8788,117.933,34.00844072,-118.3974549,0.368494,26,82.5
544,1.58971,150.167,11.901,117.967,34.00841542,-118.3974304,0.460617,26,82.5
545,1.59333,150,11.9232,118,34.00839012,-118.3974058,0.552741,26,82.5
546,1.59645,150,11.9592,118,34.00836799,-118.3973849,0.552741,26,82.5
547,1.59986,150,11.9502,118,34.00834255,-118.3973642,0.552741,26,82.5
548,1.60327,150,11.9412,118,34.00831711,-118.3973434,0.552741,26,82.5
549,1.60668,150,11.9322,118,34.00829167,-118.3973226,0.552741,26,82.5
550,1.61009,150,11.9232,118,34.00826623,-118.3973019,0.460617,26,82.5
551,1.61386,150,11.9352,118.267,34.00823762,-118.3972796,1.07646,26,82.5
552,1.61762,150,11.9472,118.533,34.00820901,-118.3972574,1.6923,26,82.5
553,1.62139,150,11.9592,118.8,34.0081804,-118.3972351,2.30814,26,82.5
554,1.62506,150.167,11.976,118.767,34.00815413,-118.3972112,2.12531,26,82.6667
555,1.62874,150.333,11.9928,118.733,34.00812785,-118.3971872,1.94249,26,82.8333
556,1.63241,150.5,12.0096,118.7,34.00810157,-118.3971632,1.85178,26,83
557,1.63609,150.667,12.0264,118.667,34.00807529,-118.3971392,1.76108,26,83.1667
558,1.63976,150.833,12.0432,118.633,34.00804902,-118.3971152,1.67038,26,83.3333
559,1.64344,151,12.06,118.6,34.00802274,-118.3970912,1.57968,26,83.5
560,1.64757,151,12.0802,118.6,34.00799377,-118.3970632,1.57968,26,83.5
561,1.6517,151,12.1003,118.6,34.0079648,-118.3970352,0.871712,26,83.5
562,1.65582,151,12.1205,118.6,34.00793584,-118.3970071,0.163747,26,83.5
563,1.65995,151,12.1406,118.6,34.00790687,-118.3969791,-0.544218,26,83.5
564,1.66408,151,12.1608,118.6,34.0078779,-118.3969511,-0.453515,26,83.5
565,1.66784,151,12.1932,118.4,34.00785208,-118.3969248,-0.894727,26,83.5
566,1.67147,151.167,12.2322,118.367,34.00782705,-118.3968996,-0.895851,25,83.3333
567,1.6751,151.333,12.2712,118.333,34.00780202,-118.3968744,-0.896976,25,83.1667
568,1.67873,151.5,12.3102,118.3,34.00777698,-118.3968492,-0.8981,25,83
569,1.68236,151.667,12.3492,118.267,34.00775195,-118.396824,-0.899224,25,82.8333
570,1.68599,151.833,12.3882,118.233,34.00772691,-118.3967987,-0.991052,25,82.6667
571,1.68962,152,12.4272,118.2,34.00770188,-118.3967735,-1.08288,25,82.5
572,1.693,152,12.4272,118.2,34.00768067,-118.3967473,-1.08288,25,82.5
573,1.69642,152.167,12.4386,118.267,34.00765885,-118.3967214,-0.887852,25,82.5
574,1.69984,152.333,12.45,118.333,34.00763703,-118.3966954,-0.692825,25,82.5
575,1.70325,152.5,12.4614,118.4,34.00761521,-118.3966694,0.0341163,25,82.5
576,1.70667,152.667,12.4728,118.467,34.00759339,-118.3966435,0.32097,25,82.5
577,1.71009,152.833,12.4842,118.533,34.00757157,-118.3966175,0.607825,25,82.5
578,1.71351,153,12.4956,118.6,34.00754975,-118.3965916,0.894679,25,82.5
579,1.71679,153,12.528,118.6,34.00752284,-118.3965741,0.986506,25,82.5
580,1.72046,153,12.546,118.7,34.00749032,-118.3965649,1.35044,25,83
581,1.72414,153,12.564,118.8,34.0074578,-118.3965557,1.71438,25,83.5
582,1.72785,153,12.564,118.7,34.00742955,-118.3965762,1.44484,25,83.5
583,1.73156,153,12.564,118.6,34.00740131,-118.3965967,0.980268,25,83.5
584,1.73558,153,12.564,118.2,34.00737754,-118.3966295,-0.209783,25,84.25
585,1.7396,153,12.564,117.8,34.00735378,-118.3966624,-1.39984,25,85
586,1.7437,153,12.564,116.7,34.00733224,-118.3966984,-4.27779,25,85
587,1.7478,153,12.564,115.6,34.0073107,-118.3967344,-7.15574,25,85
588,1.75192,153,12.5964,114.4,34.0072946,-118.3967746,-10.2634,25,85
589,1.75593,153,12.6288,113.4,34.00727859,-118.3968135,-12.7572,25,85
590,1.75993,153,12.6288,112.8,34.00726225,-118.396852,-14.5293,25,85
591,1.76355,152.333,12.6516,112.4,34.0072518,-118.3968892,-15.9063,25,85
592,1.76717,151.667,12.6744,112,34.00724135,-118.3969264,-16.7418,25,85
593,1.77079,151,12.6972,111.6,34.0072309,-118.3969636,-17.5772,25,85
594,1.77461,151,12.7476,111.6,34.00721581,-118.3970008,-16.5822,25,85.5
595,1.77843,151,12.798,111.6,34.00720073,-118.397038,-15.5872,25,86
596,1.78199,151,12.837,111.7,34.00718783,-118.3970732,-12.6235,25,85.5833
597,1.78555,151,12.876,111.8,34.00717494,-118.3971083,-9.65977,25,85.1667
598,1.78912,151,12.915,111.9,34.00716204,-118.3971435,-6.46638,25,84.75
599,1.79268,151,12.954,112,34.00714915,-118.3971786,-3.69185,25,84.3333
600,1.79624,151,12.993,112.1,34.00713626,-118.3972138,-1.91108,25,83.9167
601,1.7998,151,13.032,112.2,34.00712336,-118.397249,-0.52534,25,83.5
602,1.80337,151,13.05,112.3,34.00711037,-118.3972845,0.859352,25,83
603,1.80695,151,13.068,112.4,34.00709738,-118.39732,2.24405,25,82.5
604,1.81048,151.333,13.0848,112.433,34.0070846,-118.3973549,2.33852,25,82.6667
605,1.81401,151.667,13.1016,112.467,34.00707181,-118.3973899,2.43299,25,82.8333
606,1.81753,152,13.1184,112.5,34.00705903,-118.3974249,2.2467,25,83
607,1.82106,152.333,13.1352,112.533,34.00704625,-118.3974599,2.0604,25,83.1667
608,1.82459,152.667,13.152,112.567,34.00703347,-118.3974949,1.87411,25,83.3333
609,1.82812,153,13.1688,112.6,34.00702068,-118.3975298,1.68782,25,83.5
610,1.83164,153.333,13.1688,112.467,34.00700414,-118.3975623,1.02826,25,83.5
611,1.83516,153.667,13.1688,112.333,34.0069876,-118.3975948,0.368705,25,83.5
612,1.83868,154,13.1688,112.2,34.00697106,-118.3976273,-0.289803,25,83.5
613,1.8421,154.333,13.1568,111.867,34.00695405,-118.3976582,-1.54418,25,83.5
614,1.84552,154.667,13.1448,111.533,34.00693703,-118.3976891,-2.61331,25,83.5
615,1.84894,155,13.1328,111.2,34.00692002,-118.3977199,-3.68245,25,83.5
616,1.85231,155.333,13.122,110.867,34.00690426,-118.3977511,-4.76702,25,83.5
617,1.85567,155.667,13.1112,110.533,34.0068885,-118.3977823,-5.85159,25,83.5
618,1.85904,156,13.1004,110.2,34.00687274,-118.3978134,-6.93616,25,83.5
619,1.86253,155.5,13.1004,109.9,34.0068559,-118.3978453,-7.89024,26,83.5
620,1.86602,155,13.1004,109.6,34.00683905,-118.3978772,-8.37105,26,83.5
621,1.86931,156,13.1004,109.2,34.00682417,-118.3979082,-9.20806,26,83
622,1.8726,157,13.1004,108.8,34.00680929,-118.3979391,-10.0451,26,82.5
623,1.87603,156.5,13.1004,108.3,34.00679383,-118.3979717,-10.526,26,82.5
624,1.87947,156,13.1004,107.8,34.00677836,-118.3980043,-11.007,26,82.5
625,1.88281,155.5,13.0842,107.3,34.00676189,-118.3980347,-11.5293,26,82.5
626,1.88615,155,13.068,106.8,34.00674542,-118.3980651,-12.0362,26,82.5
627,1.88949,156,13.068,106.2,34.00673067,-118.3980966,-12.8425,26,82.5
628,1.89278,155.5,13.05,105.7,34.00671596,-118.3981276,-13.3722,26,82.5
